Result Number,Widget,Data Source,Result Row,Source Page URL,Rawdate,Date parsed,Incident site,Jiv date raw,Jiv date parsed,Terrain,Cause,Est spill vol bbl,Cleanup status,Comments,Photo,Photo url,Jiv report,Jiv report url
399,shell_ng_spill_crawler,shell_ng_spill_crawler,399,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/data-2011/december.html,21-Dec-11,1324425600000,18" Assa-Rumuekpe Pipeline at Awara,24-Dec-11,1324684800000,Land,Sabotage / Theft,1.4,No recoverable oil was found on site. Cleanup of residual impacted area completed on 16th February 2012.,Post Cleanup Inspection completed on 26th March 2012.,http://s06.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/756354_18in_Assa-Rumuekpe_pipeline_at_Awara_Photos.pdf,<a target="_blank" href="http://s06.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/756354_18in_Assa-Rumuekpe_pipeline_at_Awara_Photos.pdf">PDF</a>,http://s05.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/756354_18in_Assa-Rumuekpe_pipeline_at_Awara_JIV.pdf,<a target="_blank" href="http://s05.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/756354_18in_Assa-Rumuekpe_pipeline_at_Awara_JIV.pdf">PDF</a>
400,shell_ng_spill_crawler,shell_ng_spill_crawler,400,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/data-2011/december.html,22-Dec-11,1324512000000,10" Ogini-Eriemu Delivery line at Otie-Oweh,23-Dec-11,1324598400000,Land,Sabotage / Theft,0.83,No recoverable oil was found on site. Cleanup of residual impacted area completed on 26th December 2011.,Post Cleanup inspection completed on 30th December 2011.,http://s00.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/757011_10in_Ogini-Eriemu_deliveryline_at_Otie-Oweh_Photos.pdf,<a target="_blank" href="http://s00.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/757011_10in_Ogini-Eriemu_deliveryline_at_Otie-Oweh_Photos.pdf">PDF</a>,http://s07.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/757011_10in_Ogini-Eriemu_deliveryline_at_Otie-Oweh_JIV.pdf,<a target="_blank" href="http://s07.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/757011_10in_Ogini-Eriemu_deliveryline_at_Otie-Oweh_JIV.pdf">PDF</a>
401,shell_ng_spill_crawler,shell_ng_spill_crawler,401,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/data-2011/december.html,24-Dec-11,1324684800000,24" Nembe Creek Pipeline at Tora,30-Dec-11,1325203200000,Swamp,Sabotage / Theft,245.2,Recovery of spilled volume completed on 4th January 2012. Initial Cleanup of residual impacted area was completed on 30th April 2012.,JIV held from 30th - 31st December 2011. Post Cleanup Inspection completed on 24th May 2012.,http://s02.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/757658_24in_NembeCreek_pipeline_at_NembeBassambiri_Photos.pdf,<a target="_blank" href="http://s02.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/757658_24in_NembeCreek_pipeline_at_NembeBassambiri_Photos.pdf">PDF</a>,http://s01.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/757658_24in_NembeCreek_pipeline_at_NembeBassambiri_JIV.pdf,<a target="_blank" href="http://s01.static-shell.com/content/dam/shell/static/nga/downloads/pdfs/oil-spills/757658_24in_NembeCreek_pipeline_at_NembeBassambiri_JIV.pdf">PDF</a>
402,shell_ng_spill_crawler,shell_ng_spill_crawler,402,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/april.html,1-Apr-13,1364770800000,4" Imo River Well 64L Flow line at Igiriukwu,03-Apr-13,1364943600000,Land,Sabotage/Theft,38,Recovery of spilled volume was completed on 7th April 2013.,Spill occurred within an existing cleanup site (following a sabotage incident on 20th November 2012). Cleanup of residual impacted area now planned for completion in December 2013 due to site flooding and illegal bunkering activities.,http://s03.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/953753_ImoRiver_4in_Well64L_flowline_at_Igiriukwu_Photos.pdf,<a href="http://s03.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/953753_ImoRiver_4in_Well64L_flowline_at_Igiriukwu_Photos.pdf" class="shell metrics_download" target="_blank">PDF</a>,http://s06.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/953753_ImoRiver_4in_Well64L_flowline_at_Igiriukwu_JIV.pdf,<a href="http://s06.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/953753_ImoRiver_4in_Well64L_flowline_at_Igiriukwu_JIV.pdf" class="shell metrics_download" target="_blank">PDF</a>
403,shell_ng_spill_crawler,shell_ng_spill_crawler,403,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/april.html,4-Apr-13,1365030000000,Bonny Well 2S Flowline at Oloma,15-Jul-13,1373842800000,Swamp,Operational,40,Recovery of spilled volume was completed on 15th July 2013.,The JIV was delayed first by construction of a Cofferdam (which is required for access to the underwater leak point) and subsequently by disagreements over the estimated volume of oil spilled. Cleanup of residual impacted area initially planned for completion in December 2013. However the area has now been re-impacted by a third party spill. Discussions are ongoing to ensure proper close out.,http://s08.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/955320-bonny-well2s-flowline-at-oloma-photos.pdf,<a href="http://s08.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/955320-bonny-well2s-flowline-at-oloma-photos.pdf" class="shell metrics_download" target="_blank">PDF</a>,http://s00.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/955320-bonny-well2s-flowline-at-oloma-jiv.pdf,<a href="http://s00.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/955320-bonny-well2s-flowline-at-oloma-jiv.pdf" class="shell metrics_download" target="_blank">PDF</a>
404,shell_ng_spill_crawler,shell_ng_spill_crawler,404,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/april.html,8-Apr-13,1365375600000,8" Umuechem - Nkpoku Pipeline at Omusele (Omunwei),8-Apr-13,1365375600000,Land,Sabotage/Theft,0.1,No recoverable oil was found on site.,Cleanup of residual impacted area now planned for completion in February 2014.,http://s07.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/956316_8in_Umuechem-Nkpoku_pipeline_at_Omusele_Photos.pdf,<a href="http://s07.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/956316_8in_Umuechem-Nkpoku_pipeline_at_Omusele_Photos.pdf" class="shell metrics_download" target="_blank">PDF</a>,http://s01.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/956316_8in_Umuechem-Nkpoku_pipeline_at_Omusele_JIV.pdf,<a href="http://s01.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/956316_8in_Umuechem-Nkpoku_pipeline_at_Omusele_JIV.pdf" class="shell metrics_download" target="_blank">PDF</a>
405,shell_ng_spill_crawler,shell_ng_spill_crawler,405,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/april.html,8-Apr-13,1365375600000,12" Oguta - Egbema Pipeline at Opuoma Oguta,10-Apr-13,1365548400000,Land,Sabotage/Theft,33,Recovery of spilled volume was completed on 10th April 2013. Cleanup of residual impacted area was completed on 30th August 2013.,Site certification was completed on 26th September 2013.,http://s02.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/956319_12in_Oguta-Egbema_pipeline_at_Opuoma-Oguta_Photos.pdf,<a href="http://s02.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/956319_12in_Oguta-Egbema_pipeline_at_Opuoma-Oguta_Photos.pdf" class="shell metrics_download" target="_blank">PDF</a>,http://s06.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/956319_12in_Oguta-Egbema_pipeline_at_Opuoma-Oguta_JIV.pdf,<a href="http://s06.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/956319_12in_Oguta-Egbema_pipeline_at_Opuoma-Oguta_JIV.pdf" class="shell metrics_download" target="_blank">PDF</a>
406,shell_ng_spill_crawler,shell_ng_spill_crawler,406,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/april.html,6-Apr-13,1365202800000,20’’ Opukushi – Brass Creek Pipeline at Tamogbene,16-Apr-13,1366066800000,Swamp,Sabotage/Theft,102,Containment in place. Recovery of spilled volume commenced on 10th May 2013 and was completed on 16th June 2013.,JIV commenced on 16th April 2013 and was completed on 17th April 2013. Delay due to security issues. Site certification completed on 24th October 2013.,http://s05.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/956377_20inch_Opukushi%20-%20Brass%20Creek%20_Pipeline_at_Tamogbene_%20Photos.pdf,<a href="http://s05.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/956377_20inch_Opukushi%20-%20Brass%20Creek%20_Pipeline_at_Tamogbene_%20Photos.pdf" class="shell metrics_download" target="_blank">PDF</a>,http://s03.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/956377_20inch%20Opukushi%20-%20Brass%20Creek%20_Pipeline_at_Tamogbene_%20JIV%20Report.pdf,<a href="http://s03.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/956377_20inch%20Opukushi%20-%20Brass%20Creek%20_Pipeline_at_Tamogbene_%20JIV%20Report.pdf" class="shell metrics_download" target="_blank">PDF</a>
407,shell_ng_spill_crawler,shell_ng_spill_crawler,407,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/april.html,9-Apr-13,1365462000000,4" Adibawa Well 8S Flowline at Edagberi,10-Apr-13,1365548400000,Land,Sabotage/Theft,2,Recovery of spilled volume commenced on 16th April 2013 and was completed on 19th April 2013. Cleanup of residual impacted area was completed on 27th September 2013.,Site certification was completed on 30th October 2013.,http://s00.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/957706_Adibawa_Well8S_flowline_at_Edagberi_Photos.pdf,<a href="http://s00.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/957706_Adibawa_Well8S_flowline_at_Edagberi_Photos.pdf" class="shell metrics_download" target="_blank">PDF</a>,http://s05.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/957706_Adibawa_Well8S_flowline_at_Edagberi_JIV.pdf,<a href="http://s05.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/957706_Adibawa_Well8S_flowline_at_Edagberi_JIV.pdf" class="shell metrics_download" target="_blank">PDF</a>
408,shell_ng_spill_crawler,shell_ng_spill_crawler,408,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/april.html,9-Apr-13,1365462000000,4" Adibawa Well 10S Flowline at Edagberi,10-Jan-13,1357776000000,Land,Sabotage/Theft,4,No recoverable oil was found on site. Cleanup of residual impacted area was completed on 18th July 2013.,Site certification planned for completion in November 2013.,http://s06.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/957710_4in_Adibawa_Well10S_flowline_at_Edagberi_Photos.pdf,<a href="http://s06.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/957710_4in_Adibawa_Well10S_flowline_at_Edagberi_Photos.pdf" class="shell metrics_download" target="_blank">PDF</a>,http://s01.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/957710_4in_Adibawa_Well10S_flowline_at_Edagberi_JIV.pdf,<a href="http://s01.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/957710_4in_Adibawa_Well10S_flowline_at_Edagberi_JIV.pdf" class="shell metrics_download" target="_blank">PDF</a>
409,shell_ng_spill_crawler,shell_ng_spill_crawler,409,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/april.html,11-Apr-13,1365634800000,4" Adibawa Well 8S Flowline at Edagberi,12-Apr-13,1365721200000,Land,Sabotage/Theft,7,Recovery of spilled volume commenced on 16th April 2013 and was completed on 19th April 2013.,Cleanup of residual impacted area now planned for completion in December 2013.,http://s02.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/958807_4in_Adibawa_Well8S_flowline_at_Edagberi_Photos.pdf,<a href="http://s02.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/958807_4in_Adibawa_Well8S_flowline_at_Edagberi_Photos.pdf" class="shell metrics_download" target="_blank">PDF</a>,http://s03.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/958807_4in_Adibawa_Well8S_flowline_at_Edagberi_JIV.PDF,<a href="http://s03.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/958807_4in_Adibawa_Well8S_flowline_at_Edagberi_JIV.PDF" class="shell metrics_download" target="_blank">PDF</a>
410,shell_ng_spill_crawler,shell_ng_spill_crawler,410,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/april.html,12-Apr-13,1365721200000,8" Nkali Pipeline at Umuedeokwara (Odagwa),13-Apr-13,1365807600000,Land,Sabotage/Theft,52,Recovery of spilled volume was completed on 14th April 2013. Cleanup of residual impacted area was completed on 18th July 2013.,Site certification was completed on 20th August 2013.,http://s01.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/959316_8in_Nkali_pipeline_at_Umuedeokwara_Photos.pdf,<a href="http://s01.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/959316_8in_Nkali_pipeline_at_Umuedeokwara_Photos.pdf" class="shell metrics_download" target="_blank">PDF</a>,http://s07.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/959316_8in_Nkali_pipeline_at_Umuedeokwara_JIV.pdf,<a href="http://s07.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/959316_8in_Nkali_pipeline_at_Umuedeokwara_JIV.pdf" class="shell metrics_download" target="_blank">PDF</a>
411,shell_ng_spill_crawler,shell_ng_spill_crawler,411,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/april.html,14-Apr-13,1365894000000,4" Nembe 1 Well 23T Flowline at Ewesuo,16-Apr-13,1366066800000,Swamp,Sabotage/Theft,14,No recoverable oil was found on site.,Site certification completed on 15th August 2013.,http://s01.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/959872_Nembe1_Well23T_flowline_at_Ewesuo_Photos.pdf,<a href="http://s01.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/959872_Nembe1_Well23T_flowline_at_Ewesuo_Photos.pdf" class="shell metrics_download" target="_blank">PDF</a>,http://s01.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/959872_Nembe1_Well23T_flowline_at_Ewesuo_JIV.pdf,<a href="http://s01.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/959872_Nembe1_Well23T_flowline_at_Ewesuo_JIV.pdf" class="shell metrics_download" target="_blank">PDF</a>
412,shell_ng_spill_crawler,shell_ng_spill_crawler,412,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/april.html,18-Apr-13,1366239600000,24" Bomu - Bonny Trans Niger Pipeline at Bodo City.,22-Apr-13,1366585200000,Swamp,Sabotage/Theft,11,No recoverable oil was found on site.,The spill incident was followed by a fire which burnt itself out. Cleanup of residual impacted area planned for completion in December 2013 subject to site access being granted by the community.,http://s02.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/961985_24inch%20Bomu-Bonny%20Trans%20Niger%20Pipeline_Bodo%20City_Photos.pdf,<a href="http://s02.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/961985_24inch%20Bomu-Bonny%20Trans%20Niger%20Pipeline_Bodo%20City_Photos.pdf" class="shell metrics_download" target="_blank">PDF</a>,http://s01.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/961985_24inch%20Bomu-Bonny%20Trans%20Niger%20Pipeline_Bodo%20City_JIV%20Report.pdf,<a href="http://s01.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/961985_24inch%20Bomu-Bonny%20Trans%20Niger%20Pipeline_Bodo%20City_JIV%20Report.pdf" class="shell metrics_download" target="_blank">PDF</a>
413,shell_ng_spill_crawler,shell_ng_spill_crawler,413,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/april.html,19-Apr-13,1366326000000,Assa Manifold,3-May-13,1367535600000,Land,Operational,1.24,Recovery of spilled volume was completed on 20th April 2013.,Although initially assessed as a loss of primary containment (LOPC) by the JIV team incident subsequently reclassified as an operational spill following internal review. Estimated volume of spill is 1.24bbls. Cleanup of residual impacted area now planned for completion in December 2013 due to community issues.,http://s01.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/962798_AssaManifold_at_Umuobi-Assa_Photos.pdf,<a href="http://s01.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/962798_AssaManifold_at_Umuobi-Assa_Photos.pdf" class="shell metrics_download" target="_blank">PDF</a>,http://s08.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/962798_AssaManifold_at_Umuobi-Assa_JIV.pdf,<a href="http://s08.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/962798_AssaManifold_at_Umuobi-Assa_JIV.pdf" class="shell metrics_download" target="_blank">PDF</a>
414,shell_ng_spill_crawler,shell_ng_spill_crawler,414,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/april.html,24-Apr-13,1366758000000,24'' Nkpoku - Bomu Pipeline at Elelenwa,28-Apr-13,1367103600000,Land,Sabotage/Theft,442,Recovery of spilled volume was completed on 4th May 2013. Cleanup of residual impacted area was completed on 23rd August 2013.,430 Barrels of crude was recovered. Site certification was completed on 16th October 2013.,http://s08.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/965295_24in_Nkpoku-Bomu_TransNiger_pipeline_at_Elelenwo_Photos.pdf,<a href="http://s08.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/965295_24in_Nkpoku-Bomu_TransNiger_pipeline_at_Elelenwo_Photos.pdf" class="shell metrics_download" target="_blank">PDF</a>,http://s01.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/965295_24in_Nkpoku-Bomu_TransNiger_pipeline_at_Elelenwo_JIV.pdf,<a href="http://s01.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/965295_24in_Nkpoku-Bomu_TransNiger_pipeline_at_Elelenwo_JIV.pdf" class="shell metrics_download" target="_blank">PDF</a>
415,shell_ng_spill_crawler,shell_ng_spill_crawler,415,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/april.html,24-Apr-13,1366758000000,24" Nembe Creek Pipeline at Kalibiama,24-Apr-13,1366758000000,Swamp,Sabotage/Theft,62,Recovery of spilled volume was completed on 8th May 2013. Cleanup of residual impacted area was completed on 20th of August 2013.,Site certification completed on 2nd September 2013.,http://s01.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/965856_24in_NembeCreek_pipeline_at_Kalibiama_Photos.pdf,<a target="_blank" class="shell metrics_download" href="http://s01.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/965856_24in_NembeCreek_pipeline_at_Kalibiama_Photos.pdf">PDF</a>,http://s04.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/965856_24in_NembeCreek_pipeline_at_Kalibiama_JIV.pdf,<a target="_blank" class="shell metrics_download" href="http://s04.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/965856_24in_NembeCreek_pipeline_at_Kalibiama_JIV.pdf">PDF</a>
416,shell_ng_spill_crawler,shell_ng_spill_crawler,416,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/april.html,26-Apr-13,1366930800000,Benisede well 11 Flowline Riser,30-Apr-13,1367276400000,Swamp,Sabotage/Theft,8,Containment in place. Recovery of spilled volume was completed on 21st May 2013. Cleanup of residual impacted area was completed on 22nd August 2013.,Site certification was completed on 18th September 2013.,http://s01.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/967426_BenisedeWell11_flowline_at_Amabulou_Photos.pdf,<a href="http://s01.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/967426_BenisedeWell11_flowline_at_Amabulou_Photos.pdf" class="shell metrics_download" target="_blank">PDF</a>,http://s06.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/967426_BenisedeWell11_flowline_at_Amabulou_JIV.pdf,<a href="http://s06.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/967426_BenisedeWell11_flowline_at_Amabulou_JIV.pdf" class="shell metrics_download" target="_blank">PDF</a>
417,shell_ng_spill_crawler,shell_ng_spill_crawler,417,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/april.html,26-Apr-13,1366930800000,4" Adibawa Well 2S Flowline at Adibawa,30-Apr-13,1367276400000,Land,Sabotage/Theft,7,Recovery of spilled volume commenced on 7th May 2013 and was completed on 11th May 2013.,Cleanup of residual impacted area now planned for completion in November 2013.,http://s06.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/967604_Adibawa_Well2S_flowline_at_Edagberi_Photos.pdf,<a href="http://s06.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/967604_Adibawa_Well2S_flowline_at_Edagberi_Photos.pdf" class="shell metrics_download" target="_blank">PDF</a>,http://s05.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/967604_Adibawa_Well2S_flowline_at_Edagberi_JIV.pdf,<a href="http://s05.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/967604_Adibawa_Well2S_flowline_at_Edagberi_JIV.pdf" class="shell metrics_download" target="_blank">PDF</a>
418,shell_ng_spill_crawler,shell_ng_spill_crawler,418,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/april.html,26-Apr-13,1366930800000,20" Opukushi - Brass creek Delivery Line at Tamogbene,14-Apr-13,1365894000000,Swamp,Sabotage/Theft,60,Recovery of spilled volume commenced on 10th May 2013 and was completed on 15th May 2013.,JIV was delayed due to construction of a Cofferdam which is required for access to the underwater leak point. Site certification was completed on 24th October 2013.,http://s00.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/966543_20in_Opukushi-BrassCreek_trunkline_at_Tamogbene_Photos.pdf,<a target="_blank" class="shell metrics_download" href="http://s00.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/966543_20in_Opukushi-BrassCreek_trunkline_at_Tamogbene_Photos.pdf">PDF</a>,http://s04.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/966543_20in_Opukushi-BrassCreek_trunkline_at_Tamogbene_JIV.pdf,<a target="_blank" class="shell metrics_download" href="http://s04.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/966543_20in_Opukushi-BrassCreek_trunkline_at_Tamogbene_JIV.pdf">PDF</a>
419,shell_ng_spill_crawler,shell_ng_spill_crawler,419,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/april.html,30-Apr-13,1367276400000,30" Nembe Creek Pipeline at Bille,6-May-13,1367794800000,Swamp,Sabotage/Theft,124,Recovery of spilled volume was completed on 8th May 2013.,Site certification was completed on 7th October 2013.,http://s05.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/968552_30in_NembeCreek_pipeline_at_Bille_Photos.pdf,<a href="http://s05.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/968552_30in_NembeCreek_pipeline_at_Bille_Photos.pdf" class="shell metrics_download" target="_blank">PDF</a>,http://s07.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/968552_30in_NembeCreek_pipeline_at_Bille_JIV.pdf,<a href="http://s07.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/968552_30in_NembeCreek_pipeline_at_Bille_JIV.pdf" class="shell metrics_download" target="_blank">PDF</a>
420,shell_ng_spill_crawler,shell_ng_spill_crawler,420,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/april.html,30-Apr-13,1367276400000,30" Nembe Creek Pipeline at Bille,29-Apr-13,1367190000000,Swamp,Sabotage/Theft,5,Recovery of spilled volume was completed on 30th April 2013. Cleanup of residual impacted area was completed on 25th July 2013.,Site certification completed on 19th Sepetember 2013.,http://s06.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/969039_30in_NembeCreek_pipeline_at_Bille_Photos.pdf,<a href="http://s06.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/969039_30in_NembeCreek_pipeline_at_Bille_Photos.pdf" class="shell metrics_download" target="_blank">PDF</a>,http://s00.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/969039_30in_NembeCreek_pipeline_at_Bille_JIV.pdf,<a href="http://s00.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/969039_30in_NembeCreek_pipeline_at_Bille_JIV.pdf" class="shell metrics_download" target="_blank">PDF</a>
421,shell_ng_spill_crawler,shell_ng_spill_crawler,421,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/april.html,30-Apr-13,1367276400000,6" Adibawa North East 6 Bulk line at Biseni,30-Apr-13,1367276400000,Land,Sabotage/Theft,2,No recoverable oil was found on site. Cleanup of residual impacted area was completed on 26th September 2013.,Site certification was completed on 6th November 2013.,http://s08.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/970287_6in_AdibawaNorthEast_bulkline_at_Biseni_Photos.pdf,<a href="http://s08.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/970287_6in_AdibawaNorthEast_bulkline_at_Biseni_Photos.pdf" class="shell metrics_download" target="_blank">PDF</a>,http://s03.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/970287_6in_AdibawaNorthEast_bulkline_at_Biseni_JIV.pdf,<a href="http://s03.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/970287_6in_AdibawaNorthEast_bulkline_at_Biseni_JIV.pdf" class="shell metrics_download" target="_blank">PDF</a>
422,shell_ng_spill_crawler,shell_ng_spill_crawler,422,http://www.shell.com.ng/environment-society/environment-tpkg/oil-spills/april.html,30-Apr-13,1367276400000,28" Old Nembe Creek Pipeline Riser at Ido,4-Jun-13,1370300400000,Swamp,Sabotage/Theft,9,No recoverable oil was found on site.,Cleanup of residual impacted area now planned for completion in November 2013.,http://s03.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/1033784-28in-oldnembecreek-pipeline-riser-at_ido-photos.pdf,<a target="_blank" class="shell metrics_download" href="http://s03.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/1033784-28in-oldnembecreek-pipeline-riser-at_ido-photos.pdf">PDF</a><br />,http://s07.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/1033784-28in-oldnembecreek-pipeline-riser-at_ido-jiv.pdf,<a target="_blank" class="shell metrics_download" href="http://s07.static-shell.com/content/dam/shell-new/local/country/nga/downloads/pdf/oil-spills/1033784-28in-oldnembecreek-pipeline-riser-at_ido-jiv.pdf">PDF</a>
